OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage,Quantity
20092,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,46
20092,3,DIARY,Margarine,12 months,,FROZEN,48
20092,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,42
20092,5,SOY,Tofu,1 week,,REFRIGERATED,50
20092,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,48
20092,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,52
20092,8,FRUIT,Apples,1-2 days,,SHELF,54
20092,9,FRUIT,Bananas,Until ripe,,SHELF,50
20092,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,54
20092,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,46
20092,12,SHELF_ITEM,"Garlic, commercial jars",date on jar,opened,REFRIGERATED,52
20092,13,DIARY,"Cheese, processed slices",,Do not freeze,FROZEN,42
20092,14,DOUGH,Cookie dough,2 months,,FROZEN,52
20092,15,PROCESSED_POULTRY,"Lunch meats, after opening",3-5 days,,REFRIGERATED,42
20092,16,FROZEN_ITEM,Ice cream,2-4 months,,FROZEN,50
20092,17,BAKERY,"Cookies, bakery or homemade",2 months,,REFRIGERATED,50
20092,18,BAKERY,"Bread, flat (tortillas, pita)",4-7 days,,REFRIGERATED,44
20092,19,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",,Do not freeze,FROZEN,40
20092,20,DIARY,Butter,1-3 months,,REFRIGERATED,50
20092,21,BAKERY,"Cakes, chiffon, sponge",1 week,,REFRIGERATED,56
20092,22,DELI_ITEM,"Salads, vegetable",3-5 days,,REFRIGERATED,50
20092,23,FRUIT,Bananas,1 month,Whole peeled,FROZEN,40
20092,24,DIARY,"Aerosol can, nondairy topping",3 months,,REFRIGERATED,54
20092,25,DELI_ITEM,Olives,2 weeks,,REFRIGERATED,40
20092,26,FRESH_POULTRY,"Chicken or turkey, whole",1-2 days,,REFRIGERATED,54
20092,27,SHELF_ITEM,"Garlic, chopped",date on jar,opened,REFRIGERATED,40
20092,28,VEGETABLES,"Peppers, bell or chile",4-5 days,,REFRIGERATED,40
20092,29,VEGETABLES,Spinach,10-12 months,,FROZEN,46
20092,30,PROCESSED_POULTRY,"Chicken nuggets, patties",1-2 days,,REFRIGERATED,56
20092,31,SOY,"Soy or rice beverage, soy flour, full-fat",6 months,opened,REFRIGERATED,50
20092,32,FROZEN_ITEM,"Pancakes, Waffles",2 months,,FROZEN,44
20093,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,54
20093,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,52
20093,3,DIARY,Margarine,12 months,,FROZEN,52
20093,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,48
20093,5,SOY,Tofu,1 week,,REFRIGERATED,54
20093,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,44
20093,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,44
20093,8,FRUIT,Apples,1-2 days,,SHELF,46
20093,9,FRUIT,Bananas,Until ripe,,SHELF,44
20093,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,58
20093,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,52
20093,12,VEGETABLES,Tomatoes,2-3 days,,REFRIGERATED,48
20093,13,FRUIT,"Peaches, nectarines",2 months,"Sliced, lemon juice & sugar",FROZEN,42
20093,14,VEGETABLES,"Parsley, cilantro",1 week,,REFRIGERATED,44
20093,15,PROCESSED_MEAT,"Sausage, hard, dry (pepperoni), sliced",1-2 months,,FROZEN,40
20093,16,VEGETABLES,"Herbs, fresh",7-10 days,,REFRIGERATED,54
20093,17,VEGETABLES,Cucumbers,,Do not freeze,FROZEN,48
20093,18,DELI_ITEM,"Luncheon meats, store-sliced",3-5 days,,REFRIGERATED,58
20093,19,SMOKEDFISH,Herring,3-4 days,,REFRIGERATED,58
20093,20,SOY,Tofu,5 months,,FROZEN,56
20093,21,PROCESSED_MEAT,"Hot dogs, after opening",1-2 months,,FROZEN,46
20093,22,SHELF_ITEM,"Gravy, jars and cans",1-2 days,opened,REFRIGERATED,52
20093,23,BAKERY,"Bread, commercial*",7-14 days,,REFRIGERATED,54
20093,24,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,42
20093,25,BAKERY,"Pies, mincemeat",1 week,,REFRIGERATED,48
20093,26,DIARY,"Aerosol can, real whipped cream",,Do not freeze,FROZEN,48
20093,27,DIARY,"Whipped, sweetened",1 day,,REFRIGERATED,56
20093,28,SHELF_ITEM,"Gravy, jars and cans",1-2 days,opened,REFRIGERATED,44
20093,29,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN,42
20093,30,VEGETABLES,Bok choy,2-3days,,REFRIGERATED,52
20093,31,DIARY,"Cottage cheese, ricotta",1 week,,REFRIGERATED,54
20093,32,FISH,"Cooked fish, all",3-4 days,,REFRIGERATED,54
20093,33,VEGETABLES,"Artichokes, whole",1-2 weeks,,REFRIGERATED,50
20093,34,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED,46
20093,35,SHELF_ITEM,"Rice, flavored or herb mixes",6 months,opened,REFRIGERATED,48
20093,36,FROZEN_ITEM,"Burritos, sandwiches",3-4 days,,THAWED,58
20094,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,44
20094,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,54
20094,3,DIARY,Margarine,12 months,,FROZEN,56
20094,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,52
20094,5,SOY,Tofu,1 week,,REFRIGERATED,58
20094,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,52
20094,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,48
20094,8,FRUIT,Apples,1-2 days,,SHELF,44
20094,9,FRUIT,Bananas,Until ripe,,SHELF,56
20094,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,42
20094,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,50
20094,12,BAKERY,"Pies, mincemeat",1 week,,REFRIGERATED,50
20094,13,DIARY,Cream cheese,,Do not freeze,FROZEN,56
20094,14,DIARY,Sour cream,7-21 days,,REFRIGERATED,48
20094,15,DIARY,"Eggs, raw whites, yolks*",2-4 days,,REFRIGERATED,42
20094,16,BAKING,"Frosting, canned",1 week,opened,REFRIGERATED,54
20094,17,BAKERY,Cheesecake,1 week,,REFRIGERATED,58
20094,18,PROCESSED_POULTRY,Pieces covered with broth or gravy,1-2 days,,REFRIGERATED,44
20094,19,FRUIT,"Pears, Plums",3-4 days,,REFRIGERATED,52
20094,20,VEGETABLES,"Peppers, bell or chile",4-5 days,,REFRIGERATED,50
20094,21,VEGETABLES,"Artichokes, whole",1-2 weeks,,REFRIGERATED,50
20094,22,FRUIT,Bananas,2 days,skin will blacken,REFRIGERATED,58
20094,23,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN,50
20094,24,DIARY,"Whipped, sweetened",1-2 months,,FROZEN,50
20094,25,DELI_ITEM,"Salads, vegetable",,Do not freeze,FROZEN,56
20094,26,VEGETABLES,Cucumbers,4-5 days,,REFRIGERATED,52
20094,27,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",1-2 months,,FROZEN,52
20094,28,DIARY,"Cheese, soft (such as Brie, Bel Paese)",6 months,,FROZEN,48
20094,29,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",3-4 months,,FROZEN,40
20094,30,VEGETABLES,"Onions, dry",2 months,,REFRIGERATED,58
20094,31,SHELLFISH,Lobster tails,6 months,,FROZEN,54
20094,32,FRESH_MEAT,Cooked meats (after home cooking),3-4 days,,REFRIGERATED,56
20094,33,FRUIT,Apricots,2-3 days,,REFRIGERATED,54
20094,34,FRUIT,"Pears, Plums",3-4 days,,REFRIGERATED,48
20094,35,PROCESSED_POULTRY,Fried chicken,3-4 days,,REFRIGERATED,52
20094,36,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",,Do not freeze,FROZEN,44
20095,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,46
20095,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,54
20095,3,DIARY,Margarine,12 months,,FROZEN,46
20095,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,40
20095,5,SOY,Tofu,1 week,,REFRIGERATED,44
20095,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,40
20095,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,56
20095,8,FRUIT,Apples,1-2 days,,SHELF,46
20095,9,FRUIT,Bananas,Until ripe,,SHELF,50
20095,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,52
20095,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,58
20095,12,VEGETABLES,"Parsley, cilantro",1 week,,REFRIGERATED,48
20095,13,SHELF_ITEM,"Canned goods, high acid (such as juices, fruit, pickles, sauerkraut, tomato soup, and foods in vinegar-based sauce)",5-7 days,opened,REFRIGERATED,52
20095,14,VEGETABLES,Asparagus,3-4 days,,REFRIGERATED,52
20095,15,DELI_ITEM,"Luncheon meats, store-sliced",1-2 months,,FROZEN,40
20095,16,BAKERY,"Cakes, angel food",1 week,,REFRIGERATED,50
20095,17,BAKERY,"Pastries, danish",2 months,,FROZEN,42
20095,18,DIARY,Buttermilk,3 months,,FROZEN,50
20095,19,SHELF_ITEM,"Bacon Bits, Imitation",refer to jar,opened,REFRIGERATED,48
20095,20,FROZEN_ITEM,"Pancakes, Waffles",2 months,,FROZEN,40
20095,21,VEGETABLES,Garlic,1-2 weeks,,REFRIGERATED,44
20095,22,SHELF_ITEM,"Juice, boxes",8-12 days,opened,REFRIGERATED,50
20095,23,FROZEN_ITEM,"Sausages, uncooked",1-2 months,,FROZEN,48
20095,24,SHELLFISH,"Shucked clams, mussels and oysters",3-4 months,,FROZEN,40
20095,25,VEGETABLES,Cucumbers,4-5 days,,REFRIGERATED,58
20095,26,PROCESSED_POULTRY,Rotisserie chicken,3-4 days,,REFRIGERATED,40
20095,27,BAKERY,"Rolls, yeast, partially baked",1 week,,REFRIGERATED,50
20095,28,DOUGH,Ready-to-bake pie crust,Use-by date,,REFRIGERATED,46
20095,29,FISH,"Caviar, fresh, in jar",2 days,opened,REFRIGERATED,46
20095,30,DOUGH,Ready-to-bake pie crust,Use-by date,,REFRIGERATED,46
20095,31,PROCESSED_MEAT,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED,56
20095,32,BAKING,"Frosting, canned",1 week,opened,REFRIGERATED,50
20095,33,PROCESSED_POULTRY,Cooked poultry dishes,3-4 days,,REFRIGERATED,50
20095,34,VEGETABLES,Rutabagas,8-10 months,,FROZEN,54
20095,35,SHELF_ITEM,"Baby food, jars or cans, fruits & vegetables",2-3 days,opened,REFRIGERATED,46
20095,36,FROZEN_ITEM,"Burritos, sandwiches",2 months,,FROZEN,52
20095,37,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,,Do not freeze,FROZEN,42
20096,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,50
20096,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,52
20096,3,DIARY,Margarine,12 months,,FROZEN,40
20096,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,42
20096,5,SOY,Tofu,1 week,,REFRIGERATED,56
20096,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,58
20096,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,54
20096,8,FRUIT,Apples,1-2 days,,SHELF,50
20096,9,FRUIT,Bananas,Until ripe,,SHELF,50
20096,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,42
20096,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,44
20096,12,DIARY,Kefir (fermented milk),1 week after date,unopened,REFRIGERATED,46
20096,13,DELI_ITEM,"Main dishes or meals, hot or refrigerated",3-4 days,,REFRIGERATED,40
20096,14,SHELF_ITEM,"Tomatoes, sun dried, packed in cellophane",6-12 months,opened,REFRIGERATED,48
20096,15,PROCESSED_POULTRY,Cooked poultry dishes,4-6 months,,FROZEN,54
20096,16,DIARY,"Aerosol can, real whipped cream",3-4 weeks,,REFRIGERATED,46
20096,17,FROZEN_ITEM,Lobster tails,3 months,,FROZEN,52
20096,18,DELI_ITEM,"Chicken, rotisserie or fried",4 months,,FROZEN,48
20096,19,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",,Do not defrost. Cook frozen.,THAWED,42
20096,20,SHELF_ITEM,"Coffee, whole beans",2 weeks,opened,REFRIGERATED,52
20096,21,PESTO,Pesto or Sala,package date,unopened,REFRIGERATED,42
20096,22,VEGETABLES,Radishes,10-14 days,,REFRIGERATED,52
20096,23,DELI_ITEM,"Luncheon meats, store-sliced",3-5 days,,REFRIGERATED,46
20096,24,DIARY,"Shredded cheddar, mozzarella, etc.",1 month,,REFRIGERATED,58
20096,25,DIARY,"Eggs, raw whites, yolks*",2-4 days,,REFRIGERATED,42
20096,26,BAKERY,"Cakes, angel food",2 months,,FROZEN,52
20096,27,DIARY,"Egg substitutes, liquid",,Do not freeze,FROZEN,46
20096,28,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED,42
20096,29,VEGETABLES,Tomatoes,2 months,,FROZEN,50
20096,30,SOY,"Soy or rice beverage, refrigerated",7-10 days,,REFRIGERATED,42
20096,31,SOY,"Soy or rice beverage, refrigerated",,Do not freeze,FROZEN,44
20096,32,BAKERY,"Pies, pecan",1-2 months,,FROZEN,50
20096,33,VEGETABLES,Brussels sprouts,3-5 days,,REFRIGERATED,42
20096,34,DIARY,"Eggnog, commercial",3-5 days,,REFRIGERATED,40
20097,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,40
20097,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,52
20097,3,DIARY,Margarine,12 months,,FROZEN,46
20097,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,42
20097,5,SOY,Tofu,1 week,,REFRIGERATED,56
20097,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,48
20097,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,52
20097,8,FRUIT,Apples,1-2 days,,SHELF,52
20097,9,FRUIT,Bananas,Until ripe,,SHELF,48
20097,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,52
20097,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,52
20097,12,BAKERY,Cheesecake,2-3 months,,FROZEN,46
20097,13,FROZEN_ITEM,Tempeh,1-2 weeks,,THAWED,42
20097,14,BAKING,"Cornmeal, regular, degerminated",12 months,opened,REFRIGERATED,40
20097,15,SHELLFISH,"Live clams, mussels, crab and oysters",1-2 days,,REFRIGERATED,48
20097,16,DELI_ITEM,"Fruit, cut",Package date,unopened,REFRIGERATED,50
20097,17,FRUIT,"Peaches, nectarines",2 months,"Sliced, lemon juice & sugar",FROZEN,48
20097,18,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED,46
20097,19,FRUIT,Melons,1 month,Balls,FROZEN,56
20097,20,VEGETABLES,Okra,10-12 months,,FROZEN,44
20097,21,SHELLFISH,"Live clams, mussels, crab and oysters",2-3 months,,FROZEN,48
20097,22,FROZEN_ITEM,"Sausages, uncooked",1-2 months,,FROZEN,52
20097,23,FRUIT,Apples,3 weeks,,REFRIGERATED,48
20097,24,CONDIMENTS,"Olives, black and green",2 weeks,opened,REFRIGERATED,50
20097,25,VEGETABLES,"Onions, Spring or green",10-12 months,,FROZEN,50
20097,26,BAKERY,"Pies, mincemeat",8 months,,FROZEN,56
20097,27,VEGETABLES,"Squash, summer",4-5 days,,REFRIGERATED,58
20097,28,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED,54
20097,29,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",4 months,,FROZEN,46
20097,30,DIARY,Sour cream,Do not freeze,,FROZEN,52
20097,31,VEGETABLES,Cauliflower,10-12 months,,FROZEN,40
20097,32,SHELLFISH,"Cooked shellfish, all",3 months,,FROZEN,58
20097,33,PROCESSED_MEAT,"Ham, fully cooked, slices or half",3-4 days,,REFRIGERATED,48
20097,34,SHELLFISH,"Shrimp, scallops, crayfish, squid",1-2 days,,REFRIGERATED,46
20097,35,FROZEN_ITEM,Soy crumbles and hotdogs,3-4 days,,THAWED,40
20098,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,52
20098,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,46
20098,3,DIARY,Margarine,12 months,,FROZEN,50
20098,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,48
20098,5,SOY,Tofu,1 week,,REFRIGERATED,58
20098,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,58
20098,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,52
20098,8,FRUIT,Apples,1-2 days,,SHELF,54
20098,9,FRUIT,Bananas,Until ripe,,SHELF,48
20098,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,48
20098,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,50
20098,12,DIARY,"Cottage cheese, ricotta",1 week,,REFRIGERATED,56
20098,13,FRESH_MEAT,"Beef, lamb, pork or veal chops, steaks,roasts",3-5 days,,REFRIGERATED,46
20098,14,DIARY,"Egg substitutes, liquid",,Do not freeze,FROZEN,40
20098,15,DIARY,Buttermilk,1-2 weeks,,REFRIGERATED,52
20098,16,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED,58
20098,17,DOUGH,Cookie dough,2 months,,FROZEN,56
20098,18,FROZEN_ITEM,Egg substitutes,12 months,,FROZEN,44
20098,19,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",6 months,,FROZEN,56
20098,20,VEGETABLES,"Broccoli, raab, rapini",10-12 months,,FROZEN,56
20098,21,SHELLFISH,Lobster tails,6 months,,FROZEN,46
20098,22,DELI_ITEM,"Main dishes or meals, hot or refrigerated",3-4 days,,REFRIGERATED,42
20098,23,PROCESSED_MEAT,"Ham, fully cooked, slices or half",1-2 months,,FROZEN,44
20098,24,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",3-4 days,opened,REFRIGERATED,58
20098,25,SHELF_ITEM,"Juice, boxes",8-12 days,opened,REFRIGERATED,42
20098,26,BAKERY,"Rolls, filled, meat or vegetables",3-4 days,,REFRIGERATED,48
20098,27,SHELF_ITEM,"Gravy, dry gravy mixes",1-2 days,opened,REFRIGERATED,46
20098,28,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",6 months,,FROZEN,44
20098,29,FROZEN_ITEM,"Fruit such as berries, melons",4-5 days,,THAWED,46
20098,30,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED,48
20098,31,SHELF_ITEM,"Coffee, instant, jars and tins",2 weeks,opened,REFRIGERATED,52
20098,32,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,42
20098,33,CRACKERS,Crackers,3-4 months,opened,FROZEN,44
20098,34,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,unopened,REFRIGERATED,46
20098,35,DIARY,Kefir (fermented milk),1 week after date,unopened,REFRIGERATED,46
20098,36,PROCESSED_POULTRY,"Lunch meats, sealed in package",1-2 months,,FROZEN,52
20098,37,PROCESSED_POULTRY,Fried chicken,3-4 days,,REFRIGERATED,40
20098,38,DELI_ITEM,"Fruit, cut",Package date,unopened,REFRIGERATED,54
20098,39,FRESH_MEAT,"Beef, lamb, pork or veal chops, steaks,roasts",4-12 months,,FROZEN,52
20099,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,81
20099,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,66
20099,3,DIARY,Margarine,12 months,,FROZEN,63
20099,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,66
20099,5,SOY,Tofu,1 week,,REFRIGERATED,60
20099,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,78
20099,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,84
20099,8,FRUIT,Apples,1-2 days,,SHELF,72
20099,9,FRUIT,Bananas,Until ripe,,SHELF,60
20099,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,81
20099,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,81
20099,12,SHELLFISH,"Live clams, mussels, crab and oysters",2-3 months,,FROZEN,84
20099,13,DIARY,"Eggnog, commercial",6 months,,FROZEN,84
20099,14,VEGETABLES,Asparagus,8 months,,FROZEN,66
20099,15,PESTO,Pesto or Sala,1-2 months,,FROZEN,63
20099,16,BAKERY,"Cakes, pound cake",1 week,,REFRIGERATED,66
20099,17,FROZEN_ITEM,"Shrimp, shellfish",12 months,,FROZEN,81
20099,18,SHELLFISH,"Crab meat, pasteurized",6 months,unopened,REFRIGERATED,78
20099,19,BAKERY,"Cakes, made from mix",1 week,,REFRIGERATED,78
20099,20,SHELLFISH,"Shrimp, scallops, crayfish, squid",1-2 days,,REFRIGERATED,66
20099,21,DIARY,"Dips, sour cream based",,Do not freeze,FROZEN,78
20099,22,VEGETABLES,Corn on the cob,1-2 days,,REFRIGERATED,84
20099,23,FROZEN_ITEM,Egg substitutes,Date on Carton,,THAWED,84
20099,24,FROZEN_ITEM,Tempeh,1-2 weeks,,THAWED,69
20099,25,FISH,"Lean fish (cod, flounder, haddock, halibut, sole, etc.)",1-2 days,,REFRIGERATED,63
20099,26,SHELLFISH,"Cooked shellfish, all",3-4 days,,REFRIGERATED,60
20099,27,DIARY,"Cottage cheese, ricotta",1 week,,REFRIGERATED,69
20099,28,BAKERY,"Rolls, yeast, partially baked",2 months,,FROZEN,63
20099,29,BAKERY,"Cakes, chiffon, sponge",1 week,,REFRIGERATED,72
20099,30,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",3-4 months,,FROZEN,78
20099,31,DELI_ITEM,"Fruit, cut",4 days,opened,REFRIGERATED,75
20100,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,66
20100,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,60
20100,3,DIARY,Margarine,12 months,,FROZEN,66
20100,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,81
20100,5,SOY,Tofu,1 week,,REFRIGERATED,60
20100,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,84
20100,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,72
20100,8,FRUIT,Apples,1-2 days,,SHELF,87
20100,9,FRUIT,Bananas,Until ripe,,SHELF,60
20100,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,72
20100,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,81
20100,12,VEGETABLES,"Lettuce, iceberg",1-2 weeks,,REFRIGERATED,63
20100,13,DIARY,Butter,1-3 months,,REFRIGERATED,81
20100,14,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,72
20100,15,BAKERY,"Rolls, filled, meat or vegetables",3-4 days,,REFRIGERATED,84
20100,16,BAKERY,"Pies, chiffon",1-2 days,,REFRIGERATED,81
20100,17,FRESH_MEAT,Ground meat,3-4 months,,FROZEN,78
20100,18,BAKERY,"Pies, pecan",3-4 days,,REFRIGERATED,84
20100,19,BAKING,Chocolate syrup,6 months,opened,REFRIGERATED,78
20100,20,DIARY,"Aerosol can, nondairy topping",3 months,,REFRIGERATED,69
20100,21,SHELF_ITEM,"Canned goods, high acid (such as juices, fruit, pickles, sauerkraut, tomato soup, and foods in vinegar-based sauce)",5-7 days,opened,REFRIGERATED,78
20100,22,VEGETABLES,"Carrots, parsnips",3 weeks,,REFRIGERATED,60
20100,23,DIARY,Yogurt,1-2 months,,FROZEN,84
20100,24,FRUIT,Grapes,1 week,,REFRIGERATED,75
20100,25,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",6 months,,FROZEN,75
20100,26,VEGETABLES,"Squash, winter",2 weeks,,REFRIGERATED,75
20100,27,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN,69
20100,28,DIARY,"Eggs, hard cooked",,Do not freeze,FROZEN,60
20100,29,SHELF_ITEM,"Garlic, commercial jars",date on jar,opened,REFRIGERATED,84
20100,30,VEGETABLES,"Broccoli, raab, rapini",10-12 months,,FROZEN,81
20100,31,BAKERY,"Pies, mincemeat",1 week,,REFRIGERATED,63
20100,32,DIARY,Butter,1-3 months,,REFRIGERATED,66
20100,33,FRESH_POULTRY,"Chicken or turkey, whole",1-2 days,,REFRIGERATED,66
20100,34,DELI_ITEM,"Fruit, cut",Package date,unopened,REFRIGERATED,87
20100,35,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN,69
20100,36,FROZEN_ITEM,Vegetables,8 months,,FROZEN,81
20101,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,78
20101,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,66
20101,3,DIARY,Margarine,12 months,,FROZEN,66
20101,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,72
20101,5,SOY,Tofu,1 week,,REFRIGERATED,75
20101,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,69
20101,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,84
20101,8,FRUIT,Apples,1-2 days,,SHELF,87
20101,9,FRUIT,Bananas,Until ripe,,SHELF,69
20101,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,66
20101,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,75
20101,12,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",1-2 days,,REFRIGERATED,60
20101,13,VEGETABLES,Eggplant,3-4 days,,REFRIGERATED,75
20101,14,VEGETABLES,Asparagus,8 months,,FROZEN,66
20101,15,DELI_ITEM,"Fruit, cut",,Do not freeze,FROZEN,75
20101,16,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",1 month,,FROZEN,60
20101,17,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",,Do not defrost. Cook frozen.,THAWED,72
20101,18,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED,87
20101,19,PROCESSED_MEAT,"Ham, fully cooked, whole",1-2 months,,FROZEN,81
20101,20,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",Use-by date,,REFRIGERATED,60
20101,21,FROZEN_ITEM,"Fish, raw",1-2 days,,THAWED,81
20101,22,SHELF_ITEM,"Nuts, jars or cans",4-6 months,opened,REFRIGERATED,84
20101,23,DIARY,Kefir (fermented milk),,Do not freeze,FROZEN,84
20101,24,PROCESSED_POULTRY,Ground turkey or chicken,3-4 months,,FROZEN,72
20101,25,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED,63
20101,26,SHELF_ITEM,"Rice, flavored or herb mixes",6 months,opened,REFRIGERATED,75
20101,27,DIARY,Cream cheese,,Do not freeze,FROZEN,75
